time,open,high,low,close,volume
2023-12-14T14:00:00+00:00,111000.0,111000.0,111000.0,111000.0,1
2023-12-19T06:00:00+00:00,113000.0,113000.0,113000.0,113000.0,1
2023-12-19T08:00:00+00:00,110000.0,110000.0,110000.0,110000.0,1
2023-12-20T13:00:00+00:00,112500.0,112500.0,112500.0,112500.0,6
2023-12-21T06:00:00+00:00,109260.0,109260.0,109260.0,109260.0,6
2023-12-21T14:00:00+00:00,110900.0,110900.0,110900.0,110900.0,4
2023-12-21T15:00:00+00:00,109330.0,109330.0,109330.0,109330.0,4
2023-12-22T13:00:00+00:00,112400.0,112400.0,112400.0,112400.0,10
2023-12-22T14:00:00+00:00,110210.0,112400.0,110210.0,112400.0,30
2024-04-19T09:00:00+00:00,116230.0,116230.0,116230.0,116230.0,1
2024-05-15T18:00:00+00:00,117170.0,117170.0,117170.0,117170.0,1
